budget,genres,id,original_language,popularity,release_date,revenue,runtime,title,vote_average,vote_count,director
18000000.0,Comedy,8835,en,25.43954,13-07-2001,141774679.0,96.0,Legally Blonde,6.1,882,Robert Luketic
18000000.0,Science-Fiction Action Adventure Thriller,157,en,15.314027,31-05-1984,87000000.0,105.0,Star Trek III: The Search for Spock,6.4,434,Leonard Nimoy
19000000.0,Crime Drama Horror Thriller,8643,en,32.602868,09-09-2005,144216468.0,122.0,The Exorcism of Emily Rose,6.3,659,Scott Derrickson
17000000.0,Comedy,10402,en,9.832326,10-12-1999,65535067.0,88.0,Deuce Bigalow: Male Gigolo,5.5,308,Mike Mitchell
16000000.0,Thriller Action Science-Fiction,218043,en,33.452469,03-10-2014,19682924.0,110.0,Left Behind,3.7,392,Vic Armstrong
18000000.0,Comedy Drama,21301,en,6.501815,20-01-2004,65070412.0,106.0,Barbershop 2:  Back in Business,5.6,74,Kevin Rodney Sullivan
23000000.0,Drama Comedy Crime,10147,en,26.58873,26-11-2003,76488889.0,91.0,Bad Santa,6.5,656,Terry Zwigoff
16500000.0,Science-Fiction Comedy Crime,816,en,36.15716,02-05-1997,67683989.0,94.0,Austin Powers: International Man of Mystery,6.5,1013,Jay Roach
18000000.0,Romance Comedy Family,302688,en,16.027955,23-03-2016,88923251.0,94.0,My Big Fat Greek Wedding 2,5.5,322,Kirk Jones
21000000.0,Family Comedy,60307,en,14.329891,25-03-2011,72417394.0,99.0,Diary of a Wimpy Kid: Rodrick Rules,6.3,238,David Bowers
18000000.0,Science-Fiction Action Adventure Thriller,106,en,50.009408,11-06-1987,98235548.0,107.0,Predator,7.3,2093,John McTiernan
18000000.0,Drama History Music,279,en,31.82675,26-10-1984,51973029.0,160.0,Amadeus,7.8,1076,Milo\u0161 Forman
17000000.0,Comedy,10625,en,36.423717,30-04-2004,129042871.0,97.0,Mean Girls,6.9,2320,Mark Waters
19800000.0,Drama Mystery Thriller,5279,en,11.693272,07-11-2001,87754044.0,137.0,Gosford Park,6.8,246,Robert Altman
18000000.0,Comedy Drama Fantasy Romance,10013,en,12.243887,05-10-1986,41382841.0,103.0,Peggy Sue Got Married,5.9,136,Francis Ford Coppola
18000000.0,Drama Comedy,194662,en,89.811154,27-08-2014,103215094.0,119.0,Birdman,7.4,4535,Alejandro Gonz\u00e1lez I\u00f1\u00e1rritu
18000000.0,Comedy Drama,160588,en,34.694216,25-07-2013,99206215.0,98.0,Blue Jasmine,7.0,1098,Woody Allen
15000000.0,Drama History Crime Thriller Action,9829,en,17.50138,28-04-2006,76286096.0,111.0,United 93,6.9,367,Paul Greengrass
18000000.0,Romance Music Family,10028,en,18.492655,24-11-2003,62646763.0,94.0,Honey,6.0,303,Bille Woodruff
1000000.0,Horror,790,en,14.518598,08-02-1980,21378361.0,89.0,The Fog,6.4,311,John Carpenter
18000000.0,Action Drama,43959,en,19.234672,08-04-2011,47088990.0,106.0,Soul Surfer,6.9,342,Sean McNamara
18000000.0,War Comedy Drama,10364,en,4.504377,24-06-1970,24911670.0,121.0,Catch-22,6.7,72,Mike Nichols
18000000.0,Adventure Fantasy Action,9610,en,18.379124,29-06-1984,100000000.0,103.0,Conan the Destroyer,5.8,383,Richard Fleischer
18000000.0,Drama,1578,en,35.524457,14-11-1980,23000000.0,129.0,Raging Bull,7.7,938,Martin Scorsese
18000000.0,Drama Romance,25643,en,13.472365,18-09-2009,36133014.0,109.0,Love Happens,5.6,180,Brandon Camp
18000000.0,Adventure Drama Thriller,44115,en,52.464877,05-11-2010,35692920.0,94.0,127 Hours,7.0,2606,Danny Boyle
18000000.0,Drama Music,10560,en,6.961736,12-05-2000,17200925.0,115.0,Center Stage,6.8,90,Nicholas Hytner
17000000.0,Comedy Family,333348,en,9.191187,12-11-2015,24000000.0,107.0,Love the Coopers,5.4,167,Jessie Nelson
18000000.0,Family Action Adventure,20483,en,4.492859,06-02-2004,16702864.0,92.0,Catch That Kid,4.9,76,Bart Freundlich
30000000.0,Drama History,321697,en,53.670525,09-10-2015,34441873.0,122.0,Steve Jobs,6.8,1573,Danny Boyle
18000000.0,Action Adventure Romance Western,38665,en,11.725805,20-08-1981,2945600.0,98.0,The Legend of the Lone Ranger,3.7,14,William A. Fraker
21000000.0,Drama Thriller,2575,en,7.047975,11-02-2001,28008462.0,109.0,The Tailor of Panama,6.2,92,John Boorman
18000000.0,Drama Mystery Thriller,11644,en,13.628601,24-07-1981,12000000.0,108.0,Blow Out,7.3,236,Brian De Palma
18000000.0,Action Crime,146227,en,16.520516,29-08-2013,10501938.0,90.0,Getaway,4.9,246,Courtney Solomon
18000000.0,Drama,68924,en,14.916264,27-09-1997,8038061.0,112.0,The Ice Storm,6.9,176,Ang Lee
18000000.0,Comedy Drama Romance,253235,en,9.633711,20-07-2014,25312387.0,94.0,And So It Goes,5.7,164,Rob Reiner
0.0,Adventure Comedy Family,22102,en,3.455018,22-03-1989,0.0,105.0,Troop Beverly Hills,5.6,56,Jeff Kanew
0.0,Comedy Drama Romance,18701,en,1.946634,03-09-2004,0.0,104.0,Being Julia,6.4,23,Istv\u00e1n Szab\u00f3
17000000.0,Drama Romance,10068,en,12.313143,14-02-1986,6735922.0,117.0,Nine 1/2 Weeks,5.8,177,Adrian Lyne
18000000.0,Fantasy,848,en,3.258422,26-06-1981,14110013.0,108.0,Dragonslayer,6.5,67,Matthew Robbins
0.0,Drama Romance,36811,en,3.659292,04-09-2009,0.0,112.0,The Last Station,6.7,55,Michael Hoffman
18000000.0,Comedy Drama History,522,en,24.548633,27-09-1994,5887457.0,127.0,Ed Wood,7.3,630,Tim Burton
18000000.0,Drama,130150,en,17.683563,27-12-2013,20275812.0,111.0,Labor Day,6.7,299,Jason Reitman
18000000.0,History,12246,ru,10.1449,20-09-2007,26527510.0,120.0,Mongol: The Rise of Genghis Khan,6.5,158,Sergei Bodrov
18000000.0,Action Crime Thriller,13809,en,31.887978,04-09-2008,25739015.0,114.0,RockNRolla,6.9,836,Guy Ritchie
0.0,Adventure Action Science-Fiction,27380,en,1.110179,25-06-1982,0.0,99.0,Megaforce,3.5,15,Hal Needham
25000000.0,Drama Romance,33870,en,1.876811,01-10-2009,20719451.0,117.0,Mao's Last Dancer,6.8,28,Bruce Beresford
18000000.0,Adventure Drama Science-Fiction,245703,en,32.717853,18-02-2016,6212282.0,112.0,Midnight Special,6.2,694,Jeff Nichols
18000000.0,Drama History,127560,en,13.916583,26-12-2013,22309223.0,116.0,The Railway Man,6.7,273,Jonathan Teplitzky
0.0,Horror,396152,en,2.525569,03-05-2016,0.0,90.0,Restoration,5.3,11,Zack Ward
2700000.0,Romance Science-Fiction Horror Action Crime,10017,en,10.47644,21-11-1986,3500000.0,93.0,The Wraith,5.9,108,Mike Marvin
18000000.0,Drama Mystery Thriller,11468,en,10.991281,01-01-2002,676698.0,103.0,Salton Sea,7.0,104,D.J. Caruso
18000000.0,Music,193613,en,7.871686,25-09-2013,7972967.0,93.0,Metallica: Through the Never,6.7,83,Nimr\u00f3d Antal
18000000.0,Drama,17436,en,6.333869,05-11-2008,382174.0,98.0,The Informers,4.4,60,Gregor Jordan
18000000.0,Crime Drama Thriller History,43434,en,1.138383,19-05-2010,871279.0,338.0,Carlos,6.7,50,Olivier Assayas
0.0,Western Action Drama History,69848,en,0.910529,02-08-1999,0.0,121.0,One Man's Hero,9.3,2,Lance Hool
3500000.0,Horror Science-Fiction,8408,en,18.025206,19-07-1985,34000000.0,96.0,Day of the Dead,6.9,270,George A. Romero
18000000.0,Action Animation Science-Fiction,9389,fr,9.244181,16-03-2006,1831348.0,105.0,Renaissance,6.7,77,Christian Volckman
17900000.0,Adventure Fantasy Action,9626,en,12.752463,09-04-1985,6948633.0,89.0,Red Sonja,5.0,206,Richard Fleischer
14000000.0,Thriller,75638,en,22.748174,02-03-2012,13551174.0,119.0,Red Lights,6.0,376,Rodrigo Cort\u00e9s
20000000.0,Comedy,8363,en,33.436092,17-08-2007,121463226.0,113.0,Superbad,7.0,2100,Greg Mottola
0.0,Comedy Crime Drama,15670,en,3.107371,16-02-2009,90508336.0,103.0,Madea Goes to Jail,6.4,52,Tyler Perry
23000000.0,Music Drama Romance,8328,en,28.973074,14-02-2008,150816700.0,98.0,Step Up 2: The Streets,6.5,640,Jon M. Chu
15000000.0,Animation Comedy Family,10982,en,23.980329,16-12-2005,51053787.0,80.0,Hoodwinked!,5.9,479,Cory Edwards
17500000.0,Drama History War,205,en,28.60542,11-09-2004,38000000.0,121.0,Hotel Rwanda,7.5,793,Terry George
24000000.0,Action Crime Drama Thriller,1620,en,42.669304,21-11-2007,99965753.0,89.0,Hitman,5.9,966,Xavier Gens
17500000.0,Drama Music,175541,en,7.180403,27-11-2013,7018189.0,93.0,Black Nativity,5.8,16,Kasi Lemmons
18000000.0,Thriller Action,241254,en,21.638673,22-08-2014,266586800.0,93.0,The Prince,4.6,218,Brian A Miller
0.0,Thriller,31932,en,2.64486,01-01-2002,0.0,116.0,City of Ghosts,5.4,18,Matt Dillon
18500000.0,Horror Action Thriller Science-Fiction,679,en,67.66094,18-07-1986,183316455.0,137.0,Aliens,7.7,3220,James Cameron
17000000.0,Drama Family Music Romance,11113,en,20.786616,21-10-1964,72070731.0,170.0,My Fair Lady,7.4,352,George Cukor
17000000.0,Horror Thriller Mystery,3597,en,27.654472,17-10-1997,125586134.0,100.0,I Know What You Did Last Summer,5.6,687,Jim Gillespie
17000000.0,Comedy,193893,en,70.668923,13-08-2014,136621271.0,104.0,Let's Be Cops,6.4,1219,Luke Greenfield
16000000.0,Comedy Drama Romance,9675,en,23.425431,22-10-2004,109502303.0,126.0,Sideways,6.9,478,Alexander Payne
17500000.0,Comedy,9988,en,14.304444,25-08-2006,19179969.0,110.0,Beerfest,5.8,172,Jay Chandrasekhar
300000.0,Horror Thriller,948,en,30.301307,25-10-1978,70000000.0,91.0,Halloween,7.4,1035,John Carpenter
17000000.0,Comedy Family Science-Fiction,21765,en,3.56033,10-10-2003,0.0,87.0,Good Boy!,4.7,30,John Robert Hoffman
17000000.0,Comedy,146304,en,7.210095,15-11-2013,71625195.0,123.0,The Best Man Holiday,6.7,110,Malcolm D. Lee
17000000.0,Action Comedy Crime Thriller,7516,en,23.491962,09-12-2006,57103895.0,109.0,Smokin' Aces,6.4,534,Joe Carnahan
20000000.0,Horror Crime,41439,en,36.133536,21-10-2010,136150434.0,90.0,Saw: The Final Chapter,5.8,730,Kevin Greutert
17000000.0,Comedy,9429,en,12.709227,01-10-1998,30331165.0,81.0,A Night at the Roxbury,5.9,198,John Fortenberry
17000000.0,Drama Fantasy Romance,38117,en,24.054062,21-01-2011,43165571.0,86.0,Beastly,6.0,849,Daniel Barnz
15000000.0,Horror Thriller,9792,en,35.107857,10-03-2006,69623713.0,107.0,The Hills Have Eyes,6.1,705,Alexandre Aja
20000000.0,Drama,13960,en,5.422285,31-03-2006,21170563.0,105.0,ATL,6.0,32,Christian Robinson
17000000.0,Comedy Music Romance,114150,en,32.746486,28-09-2012,115350426.0,112.0,Pitch Perfect,7.3,2247,Jason Moore
34000000.0,Drama Comedy Romance,26602,en,3.960098,22-08-2001,19693891.0,108.0,Summer Catch,4.8,63,Mike Tollin
0.0,Comedy,15639,en,2.184708,24-03-2006,0.0,89.0,Larry the Cable Guy: Health Inspector,3.3,17,Trent Cooper
0.0,Family,16112,en,3.09159,01-10-1999,0.0,73.0,The Adventures of Elmo in Grouchland,6.3,14,Gary Halvorson
17000000.0,Crime Drama Thriller,26390,en,18.790102,16-01-2009,29536299.0,133.0,Brooklyn's Finest,6.2,293,Antoine Fuqua
17000000.0,Action Drama History,27759,en,3.321095,06-05-1963,10000000.0,154.0,55 Days at Peking,6.3,36,Nicholas Ray
17000000.0,Horror,109428,en,33.912116,05-04-2013,97542952.0,91.0,Evil Dead,6.4,1723,Fede Alvarez
17000000.0,Comedy Romance,23049,en,5.787891,06-02-2009,20455276.0,95.0,My Life in Ruins,5.6,101,Donald Petrie
17000000.0,Comedy Drama Family,9310,en,7.864011,04-03-2006,7314027.0,107.0,American Dreamz,4.9,95,Paul Weitz
17000000.0,Action Adventure Science-Fiction,11411,en,17.062117,23-07-1987,19300000.0,90.0,Superman IV: The Quest for Peace,4.1,318,Sidney J. Furie
0.0,Drama,16988,en,1.782666,25-01-2008,0.0,94.0,How She Move,3.0,6,Ian Iqbal Rashid
17000000.0,Action Crime Drama Thriller,7304,en,19.311572,06-01-2006,9500000.0,122.0,Running Scared,7.0,331,Wayne Kramer
0.0,Drama,24747,en,2.897449,30-04-2004,0.0,120.0,Bobby Jones: Stroke of Genius,5.5,19,Rowdy Herrington
17000000.0,Adventure,58048,en,0.138564,29-08-1986,0.0,97.0,Shanghai Surprise,2.9,15,Jim Goddard
40000000.0,Fantasy Drama Thriller Romance,1491,en,36.960953,18-08-2006,86915017.0,110.0,The Illusionist,7.1,1615,Neil Burger
17000000.0,Adventure Thriller,2989,en,1.15641,12-11-1981,2000000.0,102.0,Roar,5.6,19,Noel Marshall
17000000.0,Drama Crime Thriller,10629,en,9.583578,11-07-2003,1569918.0,98.0,Veronica Guerin,6.8,59,Joel Schumacher
17000000.0,Thriller Romance,255343,en,25.112567,11-10-2014,3758328.0,120.0,Escobar: Paradise Lost,6.1,271,Andrea Di Stefano
17000000.0,Action Adventure Comedy Drama Science-Fiction,4723,en,9.349386,15-05-2006,374743.0,144.0,Southland Tales,5.2,153,Richard Kelly
17000000.0,Action Adventure Science-Fiction,25763,en,2.215261,10-09-1977,8720000.0,91.0,Damnation Alley,5.0,27,Jack Smight
17000000.0,Horror Thriller,79694,en,6.385234,23-08-2012,9627492.0,82.0,The Apparition,4.5,140,Todd Lincoln 
16800000.0,Drama Mystery Romance,18615,en,4.358255,30-08-2006,2281089.0,122.0,Fur: An Imaginary Portrait of Diane Arbus,5.8,73,Steven Shainberg
15000000.0,Crime Drama,10673,en,24.898687,10-12-1987,43848069.0,126.0,Wall Street,7.0,546,Oliver Stone
16500000.0,Drama Romance,4584,en,20.898711,13-12-1995,135000000.0,136.0,Sense and Sensibility,7.2,352,Ang Lee
16500000.0,Drama Romance,2977,en,18.236284,02-03-2007,37311672.0,120.0,Becoming Jane,6.9,317,Julian Jarrold
16500000.0,Comedy,10760,en,10.74648,21-09-2007,13620075.0,108.0,Sydney White,6.0,236,Joe Nussbaum
16500000.0,Drama,11093,en,12.102725,19-12-2003,16942795.0,126.0,House of Sand and Fog,7.0,199,Vadim Perelman
16400000.0,Drama,207,en,55.458584,02-06-1989,235860116.0,129.0,Dead Poets Society,8.1,2705,Peter Weir
16000000.0,Comedy,8467,en,35.777067,16-12-1994,247275374.0,107.0,Dumb and Dumber,6.5,1859,Bobby Farrelly
16000000.0,Comedy Romance Drama,639,en,18.430419,21-07-1989,92823546.0,96.0,When Harry Met Sally...,7.3,950,Rob Reiner
16000000.0,Drama,24226,en,7.980632,08-12-1982,53977250.0,129.0,The Verdict,7.4,131,Sidney Lumet
16000000.0,Comedy Adventure,9285,en,14.759948,19-05-2000,119754278.0,93.0,Road Trip,5.9,542,Todd Phillips
15000000.0,Drama Comedy Romance,74643,en,29.943316,15-05-2011,133432856.0,100.0,The Artist,7.3,1049,Michel Hazanavicius
16000000.0,Horror Thriller Mystery,13788,en,15.788784,09-01-2009,76514050.0,87.0,The Unborn,4.8,365,David S. Goyer
16000000.0,Comedy Drama Romance,83666,en,41.083914,16-05-2012,68263166.0,94.0,Moonrise Kingdom,7.6,1662,Wes Anderson
18500000.0,Drama,318850,en,1.884558,10-03-2016,6490401.0,120.0,The Young Messiah,6.4,30,Cyrus Nowrasteh
19000000.0,Fantasy Drama War,1417,es,90.809408,27-05-2006,83258226.0,118.0,Pan's Labyrinth,7.6,3041,Guillermo del Toro
16000000.0,Crime Drama Romance,16161,en,7.854989,27-06-2001,29381649.0,130.0,Baby Boy,7.4,55,John Singleton
16000000.0,Thriller Drama Horror,49950,en,11.807269,04-02-2011,40492759.0,91.0,The Roommate,5.3,224,Christian E. Christiansen
17700000.0,Mystery Adventure Comedy Romance Drama,10956,en,15.976335,10-04-2001,30987695.0,91.0,Joe Dirt,5.5,242,Dennie Gordon
15000000.0,Thriller Action Crime Drama,9594,en,10.484642,10-08-1991,30102717.0,110.0,Double Impact,5.3,215,Sheldon Lettich
12000000.0,Crime Action Comedy,4638,en,38.623178,14-02-2007,80573774.0,121.0,Hot Fuzz,7.4,2199,Edgar Wright
16000000.0,Comedy Drama Romance,13972,en,8.8321,12-09-2008,50007546.0,114.0,The Women,4.6,96,Diane English
15000000.0,Drama Romance,5038,en,32.758254,15-08-2008,96408652.0,96.0,Vicky Cristina Barcelona,6.7,1020,Woody Allen
16000000.0,Comedy Drama Romance,10571,en,9.119797,16-06-2000,20627372.0,94.0,Boys and Girls,5.4,103,Robert Iscove
16000000.0,Comedy Horror,19994,en,32.257414,18-09-2009,31556061.0,100.0,Jennifer's Body,5.3,837,Karyn Kusama
16000000.0,Comedy Crime Mystery,25166,en,3.021835,03-03-2000,15427192.0,96.0,Drowning Mona,5.4,43,Nick Gomez
0.0,Drama Comedy Romance,17403,en,3.199784,18-07-2003,0.0,99.0,How to Deal,5.7,42,Clare Kilner
20000000.0,Comedy Science-Fiction,12120,en,9.455596,09-12-1988,13854000.0,108.0,My Stepmother is an Alien,5.3,131,Richard Benjamin
26000000.0,Drama,9800,en,44.301745,22-12-1993,206678440.0,125.0,Philadelphia,7.6,988,Jonathan Demme
16000000.0,Thriller Science-Fiction Mystery,1090,en,19.890428,16-04-1999,18564088.0,100.0,The Thirteenth Floor,6.8,378,Josef Rusnak
16000000.0,Comedy Drama,18475,en,0.830596,03-09-2004,12.0,97.0,The Cookout,4.6,10,Lance Rivera
0.0,Action Science-Fiction Thriller,40160,en,2.637355,19-10-1979,0.0,107.0,Meteor,5.1,36,Ronald Neame
0.0,Comedy Drama Music,18074,en,2.25453,09-09-2000,0.0,112.0,Duets,5.5,34,Bruce Paltrow
6500000.0,Comedy Music,9781,en,5.700333,13-08-1999,4217115.0,95.0,Detroit Rock City,6.7,100,Adam Rifkin
16000000.0,Adventure Action Fantasy,8009,en,29.253833,07-03-1986,5900000.0,116.0,Highlander,6.8,624,Russell Mulcahy
16000000.0,Drama,3877,en,8.842869,26-09-2007,2849142.0,113.0,Things We Lost in the Fire,6.7,90,Susanne Bier
16000000.0,Science-Fiction Action Adventure,8854,en,2.848727,15-08-1997,1686429.0,97.0,Steel,4.3,48,Kenneth Johnson
16000000.0,Drama Romance,152599,en,13.832464,03-07-2013,5867686.0,117.0,The Immigrant,6.2,250,James Gray
20000000.0,Thriller Crime Drama Mystery,68727,en,38.802415,27-03-2013,24261569.0,101.0,Trance,6.5,956,Danny Boyle
16000000.0,Romance Comedy,12657,en,9.400404,28-05-2004,14822346.0,86.0,Soul Plane,4.7,108,Jessy Terrero
11000000.0,Comedy,8265,fr,18.923181,09-01-2008,53191886.0,106.0,Welcome to the Sticks,6.8,615,Dany Boon
0.0,Drama,12410,en,2.397987,11-12-2008,0.0,96.0,Good,6.3,29,Vicente Amorim
13000000.0,Fantasy Drama,34647,en,20.39955,05-05-2009,754249.0,161.0,Enter the Void,7.2,387,Gaspar No\u00e9
16000000.0,Drama Family,28178,en,43.217089,13-06-2009,47801389.0,93.0,Hachi: A Dog's Tale,7.7,1717,Lasse Hallstr\u00f6m
16000000.0,Western Drama,264656,en,20.59148,18-05-2014,3442853.0,122.0,The Homesman,6.4,258,Tommy Lee Jones
15600000.0,Comedy Drama,35696,en,2.244947,21-06-2002,0.0,91.0,Juwanna Mann,4.2,20,Jesse Vaughan
0.0,War Drama,16351,en,1.326264,20-05-2002,0.0,115.0,Ararat,5.7,16,Atom Egoyan
0.0,Action Adventure Drama,38717,en,0.212108,23-01-2001,0.0,99.0,Madison,5.3,3,William Bindley
15500000.0,Mystery Crime Drama Thriller,18777,en,6.630856,12-09-2005,1237615.0,93.0,Slow Burn,5.5,16,Wayne Beach
15000000.0,Action Comedy Crime,90,en,29.843818,29-11-1984,316360478.0,105.0,Beverly Hills Cop,6.8,961,Martin Brest
18000000.0,Comedy Family,771,en,2.186927,09-11-1990,476684675.0,103.0,Home Alone,7.1,2414,Chris Columbus
21000000.0,Comedy Romance,9576,en,20.818567,16-12-1982,177200000.0,116.0,Tootsie,6.9,421,Sydney Pollack
15000000.0,Action Romance War,744,en,58.900647,16-05-1986,356830601.0,110.0,Top Gun,6.7,1698,Tony Scott
17000000.0,Adventure Drama Action Romance,146,zh,45.742254,01-10-2000,213525736.0,120.0,"Crouching Tiger, Hidden Dragon",7.2,927,Ang Lee
15000000.0,Drama,14,en,80.878605,15-09-1999,356296601.0,122.0,American Beauty,7.9,3313,Sam Mendes
15000000.0,Drama History,45269,en,54.053576,06-09-2010,414211549.0,118.0,The King's Speech,7.6,2752,Tom Hooper
15000000.0,Comedy,9493,en,17.638286,09-12-1988,216614388.0,107.0,Twins,5.7,559,Ivan Reitman
15000000.0,Drama Romance,22556,en,3.803495,17-12-2008,317000.0,102.0,The Yellow Handkerchief,6.4,52,Udayan Prasad
15000000.0,Drama,873,en,17.571533,18-12-1985,146292009.0,154.0,The Color Purple,7.7,338,Steven Spielberg
16000000.0,Action Adventure Drama Thriller,33196,ko,4.628525,06-06-2009,11301649.0,120.0,Tidal Wave,6.5,48,Yoon Je-kyoon
14000000.0,History Drama Thriller War,205596,en,145.364591,14-11-2014,233555708.0,113.0,The Imitation Game,8.0,5723,Morten Tyldum
15000000.0,Drama Music,16769,en,3.826685,07-03-1980,67182787.0,125.0,Coal Miner's Daughter,7.2,67,Michael Apted
15000000.0,Comedy Family,33217,en,21.095489,19-03-2010,75700498.0,92.0,Diary of a Wimpy Kid,5.9,355,Thor Freudenthal
15000000.0,Horror,132232,en,47.455148,17-01-2013,146497771.0,100.0,Mama,6.0,1401,Andy Muschietti
15000000.0,Comedy Adventure Romance,11153,en,22.838834,28-07-1983,61399552.0,98.0,National Lampoon's Vacation,7.1,410,Harold Ramis
15000000.0,Comedy,208134,en,27.165222,22-10-2013,151831537.0,92.0,Bad Grandpa,6.0,680,Jeff Tremaine
15000000.0,Drama,1165,en,19.113278,15-09-2006,123384128.0,103.0,The Queen,6.8,338,Stephen Frears
15000000.0,Fantasy Comedy,4011,en,58.553213,29-02-1988,73326666.0,92.0,Beetlejuice,7.1,1444,Tim Burton
15000000.0,Comedy Drama,17202,en,2.005111,12-10-2007,55184721.0,113.0,Why Did I Get Married?,6.1,33,Tyler Perry
17000000.0,Drama Horror Thriller,65086,en,43.675191,01-02-2012,127730736.0,95.0,The Woman in Black,6.1,1206,James Watkins
15000000.0,Horror Thriller,10053,en,4.688212,03-02-2006,66966987.0,87.0,When a Stranger Calls,5.4,268,Simon West
15000000.0,Comedy Family,11870,en,9.125594,08-02-2002,52970014.0,88.0,Big Fat Liar,5.6,197,Shawn Levy
15000000.0,Drama War,11778,en,19.786392,08-12-1978,50000000.0,183.0,The Deer Hunter,7.8,921,Michael Cimino
15000000.0,Comedy Drama,586,en,13.581966,25-12-1997,64256513.0,97.0,Wag the Dog,6.7,270,Barry Levinson
17000000.0,Family Comedy,18736,en,11.927667,25-04-2003,55534455.0,94.0,The Lizzie McGuire Movie,5.7,280,Jim Fall
35000000.0,Thriller Drama,134411,en,30.556135,21-02-2013,42930462.0,112.0,Snitch,5.8,1138,Ric Roman Waugh
15000000.0,Horror Comedy Fantasy,287903,en,31.565117,26-11-2015,61548707.0,98.0,Krampus,5.9,584,Michael Dougherty
15000000.0,Horror Mystery Science-Fiction,9276,en,21.535126,25-12-1998,40283321.0,104.0,The Faculty,6.2,492,Robert Rodriguez
15000000.0,Action Crime Drama,2142,en,19.284129,15-08-1997,44862187.0,104.0,Cop Land,6.6,382,James Mangold
16000000.0,Comedy,11397,en,23.423082,07-12-2001,66468332.0,89.0,Not Another Teen Movie,5.5,431,Joel Gallen
7000000.0,Crime Drama Thriller,77016,en,49.517264,20-09-2012,48126384.0,109.0,End of Watch,7.2,1170,David Ayer
15000000.0,Crime Drama Thriller,11478,en,11.375032,31-03-2000,35007180.0,106.0,The Skulls,5.8,156,Rob Cohen
15000000.0,Drama Romance,266856,en,61.182331,26-11-2014,123726688.0,123.0,The Theory of Everything,7.8,3311,James Marsh
15000000.0,Comedy Drama Romance,10564,en,6.857923,27-04-2000,33771174.0,120.0,Where the Heart Is,6.9,155,Matt Williams
15000000.0,Adventure Drama History War,947,en,41.286336,10-12-1962,69995385.0,216.0,Lawrence of Arabia,7.8,851,David Lean
15000000.0,Horror,24150,en,12.929525,28-08-2009,39421467.0,105.0,Halloween II,5.1,267,Rob Zombie
15000000.0,Drama,228970,en,42.952942,05-12-2014,52501541.0,115.0,Wild,7.0,951,Jean-Marc Vall\u00e9e
15000000.0,Crime Thriller Horror Drama,18405,en,19.760383,13-03-2009,32721635.0,110.0,The Last House on the Left,6.2,440,Dennis Iliadis
15000000.0,Comedy Romance,6961,en,10.194097,04-02-2005,47175038.0,88.0,The Wedding Date,6.2,230,Clare Kilner
13000000.0,Horror Thriller,11442,en,11.045593,01-07-2002,37664855.0,94.0,Halloween: Resurrection,4.5,228,Rick Rosenthal
16000000.0,Adventure Family Fantasy Comedy Romance,2493,en,44.533612,18-09-1987,30857814.0,98.0,The Princess Bride,7.6,1486,Rob Reiner
15000000.0,Drama,14047,en,10.84158,27-12-2007,30226144.0,126.0,The Great Debaters,6.9,151,Denzel Washington
15000000.0,Drama Action Thriller Crime,64690,en,49.294864,06-08-2011,78054825.0,100.0,Drive,7.4,3725,Nicolas Winding Refn
15000000.0,Comedy,11132,en,7.424798,17-02-2004,29331068.0,89.0,Confessions of a Teenage Drama Queen,5.1,221,Sara Sugarman
15000000.0,Comedy Drama Romance,17127,en,5.164281,17-04-1998,46905889.0,111.0,The Object of My Affection,5.6,72,Nicholas Hytner
15000000.0,Horror Thriller Science-Fiction,1562,en,34.759855,26-04-2007,64238440.0,100.0,28 Weeks Later,6.5,1197,Juan Carlos Fresnadillo
15000000.0,Drama,232679,en,7.297757,22-08-2014,30127963.0,115.0,When the Game Stands Tall,6.3,130,Thomas Carter
14000000.0,Comedy Drama Family,17880,en,3.334804,18-02-2005,32645546.0,106.0,Because of Winn-Dixie,6.1,61,Wayne Wang
20000000.0,Action Comedy Drama Romance,14736,en,2.027393,21-04-2000,27728118.0,124.0,Love & Basketball,7.4,88,Gina Prince-Bythewood
15000000.0,Comedy,23706,en,13.237835,04-09-2009,40105542.0,99.0,All About Steve,4.7,295,Phil Traill
0.0,Mystery Thriller Horror,11531,en,3.890223,27-10-2000,0.0,90.0,Book of Shadows: Blair Witch 2,4.3,212,Joe Berlinger
15000000.0,Drama Fantasy Horror Thriller,9100,en,19.517239,03-05-1996,24769466.0,101.0,The Craft,6.3,380,Andrew Fleming
15000000.0,Drama Thriller Crime Romance,116,en,30.669913,26-10-2005,85306374.0,124.0,Match Point,7.3,1105,Woody Allen
11500000.0,Drama Romance,1245,en,15.355589,05-11-1993,23237911.0,134.0,The Remains of the Day,7.5,202,James Ivory
15000000.0,Drama,4995,en,19.85579,11-09-1997,43101594.0,155.0,Boogie Nights,7.5,796,Paul Thomas Anderson
15000000.0,Drama,14012,en,3.043589,20-10-2006,21000000.0,95.0,Flicka,6.1,52,Michael Mayer
14000000.0,Horror,12212,en,8.885017,19-09-2000,38574362.0,97.0,Urban Legends: Final Cut,4.4,100,John Ottman
20000000.0,Action Adventure Drama Thriller,8975,en,7.679336,13-10-2006,22165608.0,92.0,The Marine,5.0,163,John Bonito
15000000.0,Action Comedy,342521,en,18.268009,21-04-2016,20566327.0,94.0,Keanu,6.0,421,Peter Atencio
15000000.0,Drama Romance,45272,en,7.809701,22-12-2010,20529194.0,117.0,Country Strong,5.9,80,Shana Feste
