"Product_ID","Product_Weight","Energy_Efficiency","Visibility_Index","Product_Category","Product_Price","Store_ID","Store_Established_Year","Store_Size","Location_Type","Store_Type","Sales_Performance"
"FDB52",12.857645184136,"Energy Efficient",0.030288215,"Laptops",256.7672,"OUT027",28,"Medium","Tier 3","Specialty Electronics Store",4346.3424
"FDA26",12.857645184136,"Standard",0.073562475,"Laptops",217.6482,"OUT027",28,"Medium","Tier 3","Specialty Electronics Store",3285.723
"FDD23",9.5,"Standard",0.048883854,"Mouse",185.7898,"OUT018",4,"Medium","Tier 3","Electronics Store Type2",2619.2572
"FDH57",10.895,"Energy Efficient",0.035893143,"Monitors",131.3284,"OUT018",4,"Medium","Tier 3","Electronics Store Type2",1318.284
"FDO15",12.857645184136,"Standard",0.014998914,"Tablets",72.4038,"OUT019",28,"Small","Tier 1","Retail Electronics Store",221.7114
"FDY49",17.2,"Standard",0.012012071,"Headphones",163.1184,"OUT046",16,"Small","Tier 1","Electronics Store Type1",4623.3152
"FDP20",19.85,"Energy Efficient",0.045855273,"Monitors",127.102,"OUT018",4,"Medium","Tier 3","Electronics Store Type2",1771.028
"DRG11",6.385,"Energy Efficient",0.14032811,"Cameras",109.1596,"OUT010",15,"Small","Tier 3","Retail Electronics Store",107.8596
"DRJ59",11.65,"Energy Efficient",0.019402371,"Cameras",38.7164,"OUT049",14,"Medium","Tier 1","Electronics Store Type1",579.246
"FDP34",12.85,"Energy Efficient",0.0661320287789511,"Speakers",155.463,"OUT035",9,"Small","Tier 2","Electronics Store Type1",4068.038
"FDY04",17.7,"Standard",0.042716709,"Air Conditioners",163.221,"OUT017",6,"Small","Tier 2","Electronics Store Type1",1794.331
"FDV11",9.1,"Standard",0.081794766,"Keyboards",173.6054,"OUT049",14,"Medium","Tier 1","Electronics Store Type1",700.4216
"FDG20",15.5,"Standard",0.125942816,"Monitors",176.0028,"OUT045",11,"Small","Tier 2","Electronics Store Type1",1239.7196
"NCH55",16.35,"Energy Efficient",0.0661320287789511,"Refrigerators",127.902,"OUT017",6,"Small","Tier 2","Electronics Store Type1",2150.534
"FDV34",10.695,"Standard",0.011472001,"Speakers",75.2038,"OUT018",4,"Medium","Tier 3","Electronics Store Type2",517.3266
"FDT44",16.6,"Energy Efficient",0.103146658,"Monitors",117.2466,"OUT049",14,"Medium","Tier 1","Electronics Store Type1",2239.0854
"FDG35",12.857645184136,"Standard",0.012327847,"Mouse",173.8738,"OUT019",28,"Small","Tier 1","Retail Electronics Store",347.5476
"FDG08",13.15,"Standard",0.166032929,"Monitors",170.8764,"OUT018",4,"Medium","Tier 3","Electronics Store Type2",2233.0932
"FDX52",11.5,"Standard",0.04224015,"Air Conditioners",194.982,"OUT017",6,"Small","Tier 2","Electronics Store Type1",3089.312
"NCH54",12.857645184136,"Energy Efficient",0.072317217,"Refrigerators",160.792,"OUT027",28,"Medium","Tier 3","Specialty Electronics Store",3675.216
"FDU24",12.857645184136,"Standard",0.139484292,"Microwaves",94.312,"OUT027",28,"Medium","Tier 3","Specialty Electronics Store",2516.724
"FDW03",5.63,"Standard",0.024536636,"Tablets",106.1306,"OUT035",9,"Small","Tier 2","Electronics Store Type1",2090.612
"FDV01",19.2,"Standard",0.085296625,"Headphones",153.4314,"OUT018",4,"Medium","Tier 3","Electronics Store Type2",1861.5768
"FDQ39",12.857645184136,"Energy Efficient",0.080649685,"Tablets",189.9846,"OUT027",28,"Medium","Tier 3","Specialty Electronics Store",6114.7072
"FDA16",6.695,"Energy Efficient",0.0661320287789511,"Air Conditioners",219.4456,"OUT046",16,"Small","Tier 1","Electronics Store Type1",3094.6384
"FDO12",15.75,"Energy Efficient",0.054930533,"Microwaves",194.4452,"OUT046",16,"Small","Tier 1","Electronics Store Type1",5089.3752
"FDM44",12.5,"Energy Efficient",0.031097948,"Monitors",103.899,"OUT049",14,"Medium","Tier 1","Electronics Store Type1",1960.781
"FDT03",21.25,"Energy Efficient",0.016735879,"Tablets",185.2608,"OUT010",15,"Small","Tier 3","Retail Electronics Store",183.7608
"NCQ18",12.857645184136,"Energy Efficient",0.134418705,"Refrigerators",99.67,"OUT027",28,"Medium","Tier 3","Specialty Electronics Store",2596.62
"NCL18",18.85,"Energy Efficient",0.168266556,"Refrigerators",195.5136,"OUT018",4,"Medium","Tier 3","Electronics Store Type2",1749.7224
"NCJ06",20.1,"Energy Efficient",0.034646067,"Refrigerators",120.6782,"OUT035",9,"Small","Tier 2","Electronics Store Type1",1310.9602
"NCQ05",11.395,"Energy Efficient",0.021639678,"Washing Machines",150.1708,"OUT049",14,"Medium","Tier 1","Electronics Store Type1",2708.4744
"FDS35",9.3,"Energy Efficient",0.11144608,"Keyboards",64.6826,"OUT045",11,"Small","Tier 2","Electronics Store Type1",1097.9042
"NCI18",12.857645184136,"Energy Efficient",0.013956116,"Refrigerators",222.3746,"OUT027",28,"Medium","Tier 3","Specialty Electronics Store",5609.365
"NCO55",12.8,"Energy Efficient",0.152377658,"Miscellaneous Electronics",108.1938,"OUT010",15,"Small","Tier 3","Retail Electronics Store",428.7752
"FDW24",6.8,"Energy Efficient",0.037465846,"Microwaves",47.5034,"OUT013",26,"High","Tier 3","Electronics Store Type1",534.6374
"NCS05",12.857645184136,"Energy Efficient",0.020876485,"Washing Machines",133.7942,"OUT027",28,"Medium","Tier 3","Specialty Electronics Store",1722.4246
"FDO48",15,"Standard",0.0268952,"Microwaves",220.3456,"OUT045",11,"Small","Tier 2","Electronics Store Type1",1989.4104
"FDT35",19.85,"Standard",0.081916124,"Keyboards",167.6816,"OUT017",6,"Small","Tier 2","Electronics Store Type1",1845.5976
"DRN11",7.85,"Energy Efficient",0.163233667,"Cameras",144.6444,"OUT049",14,"Medium","Tier 1","Electronics Store Type1",2467.4548
"FDY57",20.2,"Standard",0.121748174,"Speakers",96.9752,"OUT018",4,"Medium","Tier 3","Electronics Store Type2",1725.7536
"DRE27",11.85,"Energy Efficient",0.132939639,"Laptops",98.0726,"OUT045",11,"Small","Tier 2","Electronics Store Type1",1761.7068
"FDM24",6.135,"Standard",0.079327367,"Microwaves",152.8366,"OUT046",16,"Small","Tier 1","Electronics Store Type1",2871.5954
"FDX09",9,"Energy Efficient",0.065194971,"Speakers",177.737,"OUT013",26,"High","Tier 3","Electronics Store Type1",2117.244
"FDY45",17.5,"Energy Efficient",0.026248606,"Speakers",255.1356,"OUT018",4,"Medium","Tier 3","Electronics Store Type2",3815.034
"FDF41",12.15,"Energy Efficient",0.131921819,"Air Conditioners",246.346,"OUT017",6,"Small","Tier 2","Electronics Store Type1",739.038
"FDG05",11,"Standard",0.0661320287789511,"Air Conditioners",155.263,"OUT049",14,"Medium","Tier 1","Electronics Store Type1",625.852
"FDF05",17.5,"Energy Efficient",0.026865809,"Air Conditioners",261.691,"OUT035",9,"Small","Tier 2","Electronics Store Type1",4207.856
"FDU19",12.857645184136,"Standard",0.046544984,"Monitors",172.0422,"OUT027",28,"Medium","Tier 3","Specialty Electronics Store",4828.3816
"DRH39",12.857645184136,"Energy Efficient",0.092241348,"Laptops",75.867,"OUT027",28,"Medium","Tier 3","Specialty Electronics Store",2450.144
"FDP57",17.5,"Energy Efficient",0.052740763,"Speakers",103.799,"OUT017",6,"Small","Tier 2","Electronics Store Type1",1135.189
"FDE58",12.857645184136,"Energy Efficient",0.0661320287789511,"Speakers",119.8124,"OUT027",28,"Medium","Tier 3","Specialty Electronics Store",1659.1736
"DRD15",10.6,"Energy Efficient",0.056748659,"Laptops",233.6642,"OUT013",26,"High","Tier 3","Electronics Store Type1",3950.1914
"FDJ52",7.145,"Energy Efficient",0.017822936,"Air Conditioners",161.3578,"OUT045",11,"Small","Tier 2","Electronics Store Type1",1123.2046
"FDS01",12.857645184136,"Energy Efficient",0.017659068,"Headphones",175.9686,"OUT027",28,"Medium","Tier 3","Specialty Electronics Store",5866.3638
"FDZ47",20.7,"Standard",0.07929647,"Microwaves",97.2042,"OUT046",16,"Small","Tier 1","Electronics Store Type1",1686.4714
"FDG35",12.857645184136,"Standard",0.007006883,"Mouse",173.5738,"OUT027",28,"Medium","Tier 3","Specialty Electronics Store",1216.4166
"FDY45",17.5,"Energy Efficient",0.026195131,"Speakers",252.6356,"OUT045",11,"Small","Tier 2","Electronics Store Type1",2543.356
"FDY04",17.7,"Standard",0.042542484,"Air Conditioners",161.921,"OUT049",14,"Medium","Tier 1","Electronics Store Type1",2120.573
"FDY47",8.6,"Standard",0.054474158,"Keyboards",131.031,"OUT035",9,"Small","Tier 2","Electronics Store Type1",1038.648
"FDE28",9.5,"Standard",0.0661320287789511,"Air Conditioners",228.4668,"OUT049",14,"Medium","Tier 1","Electronics Store Type1",3916.2356
"FDJ27",17.7,"Standard",0.122372504,"Tablets",101.5674,"OUT018",4,"Medium","Tier 3","Electronics Store Type2",1629.8784
"FDH58",12.3,"Energy Efficient",0.037148619,"Speakers",116.8834,"OUT017",6,"Small","Tier 2","Electronics Store Type1",2649.2182
"NCV42",6.26,"Energy Efficient",0.052593952,"Refrigerators",111.0228,"OUT010",15,"Small","Tier 3","Retail Electronics Store",221.0456
"NCQ54",17.7,"Energy Efficient",0.012593467,"Refrigerators",167.6474,"OUT018",4,"Medium","Tier 3","Electronics Store Type2",3874.2902
"FDL44",18.25,"Energy Efficient",0.012325122,"Monitors",162.8894,"OUT018",4,"Medium","Tier 3","Electronics Store Type2",647.1576
"FDY50",5.8,"Energy Efficient",0.131489269,"Laptops",89.7172,"OUT018",4,"Medium","Tier 3","Electronics Store Type2",1605.9096
"FDR59",14.5,"Standard",0.064224789,"Keyboards",262.7594,"OUT017",6,"Small","Tier 2","Electronics Store Type1",7064.8038
"FDH35",18.25,"Energy Efficient",0.060589424,"Mouse",162.5526,"OUT017",6,"Small","Tier 2","Electronics Store Type1",986.7156
"FDX08",12.85,"Energy Efficient",0.022649893,"Monitors",179.3318,"OUT045",11,"Small","Tier 2","Electronics Store Type1",1263.0226
"FDL20",17.1,"Energy Efficient",0.128390273,"Monitors",111.9886,"OUT035",9,"Small","Tier 2","Electronics Store Type1",1445.4518
"FDB27",7.575,"Energy Efficient",0.055476238,"Laptops",196.8768,"OUT049",14,"Medium","Tier 1","Electronics Store Type1",1182.4608
"FDA56",9.21,"Energy Efficient",0.008757492,"Monitors",120.8414,"OUT013",26,"High","Tier 3","Electronics Store Type1",2071.3038
"FDV39",11.3,"Energy Efficient",0.007273831,"Tablets",196.6426,"OUT013",26,"High","Tier 3","Electronics Store Type1",5141.3076
"FDU38",12.857645184136,"Energy Efficient",0.144534212,"Laptops",190.6504,"OUT019",28,"Small","Tier 1","Retail Electronics Store",575.2512
"FDT55",13.6,"Standard",0.043743689,"Monitors",157.7946,"OUT045",11,"Small","Tier 2","Electronics Store Type1",1104.5622
"FDS24",20.85,"Standard",0.062477955,"Microwaves",87.2514,"OUT018",4,"Medium","Tier 3","Electronics Store Type2",1505.3738
"FDS15",9.195,"Standard",0.078060601,"Tablets",106.3596,"OUT046",16,"Small","Tier 1","Electronics Store Type1",2912.2092
"FDF05",12.857645184136,"Energy Efficient",0.026740767,"Air Conditioners",261.291,"OUT027",28,"Medium","Tier 3","Specialty Electronics Store",5522.811
"DRP47",15.75,"Energy Efficient",0.140821917,"Cameras",252.9382,"OUT049",14,"Medium","Tier 1","Electronics Store Type1",2775.7202
"FDA25",16.5,"Standard",0.068403271,"Headphones",101.999,"OUT018",4,"Medium","Tier 3","Electronics Store Type2",619.194
"FDA19",12.857645184136,"Energy Efficient",0.0661320287789511,"Monitors",126.6994,"OUT019",28,"Small","Tier 1","Retail Electronics Store",256.9988
"NCM26",20.5,"Energy Efficient",0.02312394,"Miscellaneous Electronics",154.634,"OUT013",26,"High","Tier 3","Electronics Store Type1",2297.01
"FDS46",17.6,"Standard",0.047449835,"Speakers",118.1782,"OUT018",4,"Medium","Tier 3","Electronics Store Type2",2621.9204
"DRH15",8.775,"Energy Efficient",0.110359004,"Laptops",42.7428,"OUT018",4,"Medium","Tier 3","Electronics Store Type2",790.9704
"NCR05",10.1,"Energy Efficient",0.054620504,"Washing Machines",197.5084,"OUT035",9,"Small","Tier 2","Electronics Store Type1",2976.126
"NCY17",18.2,"Energy Efficient",0.0661320287789511,"Washing Machines",44.1086,"OUT045",11,"Small","Tier 2","Electronics Store Type1",1115.215
"FDZ01",8.975,"Standard",0.009051307,"Headphones",103.099,"OUT013",26,"High","Tier 3","Electronics Store Type1",309.597
"FDP31",12.857645184136,"Standard",0.160722863,"Monitors",65.7168,"OUT027",28,"Medium","Tier 3","Specialty Electronics Store",2237.088
"FDE57",9.6,"Energy Efficient",0.03625493,"Monitors",141.0154,"OUT013",26,"High","Tier 3","Electronics Store Type1",2694.4926
"FDZ44",8.185,"Energy Efficient",0.064824502,"Monitors",116.0808,"OUT010",15,"Small","Tier 3","Retail Electronics Store",234.3616
"NCP53",14.75,"Energy Efficient",0.033024328,"Washing Machines",236.6906,"OUT018",4,"Medium","Tier 3","Electronics Store Type2",3089.9778
"NCA06",20.5,"Energy Efficient",0.143574191,"Refrigerators",37.219,"OUT045",11,"Small","Tier 2","Electronics Store Type1",476.047
"FDP22",14.65,"Standard",0.099333217,"Speakers",51.3666,"OUT045",11,"Small","Tier 2","Electronics Store Type1",1076.5986
"FDW37",19.2,"Energy Efficient",0.12475207,"Headphones",90.9488,"OUT017",6,"Small","Tier 2","Electronics Store Type1",633.8416
"NCS30",5.945,"Energy Efficient",0.093170838,"Refrigerators",127.3652,"OUT049",14,"Medium","Tier 1","Electronics Store Type1",1549.9824
"FDB40",17.5,"Standard",0.007538459,"Laptops",144.2102,"OUT035",9,"Small","Tier 2","Electronics Store Type1",4082.6856
"FDC51",10.895,"Standard",0.009676286,"Laptops",122.873,"OUT017",6,"Small","Tier 2","Electronics Store Type1",3448.844
"FDC11",20.5,"Energy Efficient",0.141792841,"Mouse",89.7172,"OUT046",16,"Small","Tier 1","Electronics Store Type1",1159.8236
"FDC59",12.857645184136,"Standard",0.05436436,"Mouse",63.8168,"OUT027",28,"Medium","Tier 3","Specialty Electronics Store",958.752
"FDE14",13.65,"Standard",0.031573246,"Headphones",99.47,"OUT018",4,"Medium","Tier 3","Electronics Store Type2",299.61
"NCT41",15.7,"Energy Efficient",0.055943697,"Washing Machines",150.6024,"OUT013",26,"High","Tier 3","Electronics Store Type1",2428.8384
"FDP52",18.7,"Standard",0.0661320287789511,"Air Conditioners",229.201,"OUT035",9,"Small","Tier 2","Electronics Store Type1",3215.814
"DRA24",19.35,"Standard",0.066831682,"Smartphones",163.8868,"OUT010",15,"Small","Tier 3","Retail Electronics Store",327.5736
"FDC40",16,"Standard",0.065165046,"Laptops",79.3986,"OUT049",14,"Medium","Tier 1","Electronics Store Type1",856.8846
"NCA42",6.965,"Energy Efficient",0.0661320287789511,"Refrigerators",159.4604,"OUT013",26,"High","Tier 3","Electronics Store Type1",3169.208
"FDT27",11.395,"Standard",0.069728296,"Tablets",233.9616,"OUT045",11,"Small","Tier 2","Electronics Store Type1",1406.1696
"NCW54",7.5,"Energy Efficient",0.09660879,"Refrigerators",56.9588,"OUT045",11,"Small","Tier 2","Electronics Store Type1",744.3644
"DRB13",6.115,"Standard",0.007038478,"Smartphones",189.253,"OUT013",26,"High","Tier 3","Electronics Store Type1",3605.307
"FDY02",12.857645184136,"Standard",0.153456703,"Laptops",264.091,"OUT019",28,"Small","Tier 1","Retail Electronics Store",262.991
"FDS59",14.8,"Standard",0.043982464,"Keyboards",110.657,"OUT045",11,"Small","Tier 2","Electronics Store Type1",2966.139
"FDR49",8.71,"Energy Efficient",0.139202085,"Headphones",46.1376,"OUT035",9,"Small","Tier 2","Electronics Store Type1",383.5008
"FDY40",15.5,"Standard",0.086184647,"Air Conditioners",50.9692,"OUT018",4,"Medium","Tier 3","Electronics Store Type2",394.1536
"FDL48",19.35,"Standard",0.082250863,"Microwaves",48.7034,"OUT035",9,"Small","Tier 2","Electronics Store Type1",534.6374
"DRI01",12.857645184136,"Energy Efficient",0.034286109,"Smartphones",173.1422,"OUT027",28,"Medium","Tier 3","Specialty Electronics Store",5000.8238
"FDZ52",19.2,"Energy Efficient",0.100482186,"Air Conditioners",111.8886,"OUT018",4,"Medium","Tier 3","Electronics Store Type2",1667.829
"FDK32",16.25,"Standard",0.049051717,"Monitors",152.4682,"OUT049",14,"Medium","Tier 1","Electronics Store Type1",2439.4912
"FDK51",19.85,"Energy Efficient",0.005230786,"Laptops",265.1884,"OUT013",26,"High","Tier 3","Electronics Store Type1",5034.7796
"FDP28",13.65,"Standard",0.08062523,"Air Conditioners",259.6936,"OUT035",9,"Small","Tier 2","Electronics Store Type1",2087.9488
"DRZ24",7.535,"Energy Efficient",0.081787519,"Smartphones",120.844,"OUT046",16,"Small","Tier 1","Electronics Store Type1",2157.192
"FDG04",12.857645184136,"Energy Efficient",0.010615026,"Air Conditioners",185.1898,"OUT019",28,"Small","Tier 1","Retail Electronics Store",374.1796
"FDF58",12.857645184136,"Energy Efficient",0.009534758,"Speakers",64.551,"OUT027",28,"Medium","Tier 3","Specialty Electronics Store",1201.769
"FDI21",5.59,"Standard",0.056602818,"Speakers",63.2168,"OUT046",16,"Small","Tier 1","Electronics Store Type1",1725.7536
"FDZ43",11,"Standard",0.057047756,"Monitors",240.4512,"OUT035",9,"Small","Tier 2","Electronics Store Type1",7028.1848
"FDI57",19.85,"Energy Efficient",0.05410964,"Home Theater Systems",195.0768,"OUT049",14,"Medium","Tier 1","Electronics Store Type1",1970.768
"FDV03",17.6,"Energy Efficient",0.058209079,"Tablets",153.6314,"OUT045",11,"Small","Tier 2","Electronics Store Type1",5274.4676
"FDT12",6.215,"Standard",0.083056555,"Microwaves",224.4062,"OUT010",15,"Small","Tier 3","Retail Electronics Store",225.7062
"FDF29",15.1,"Standard",0.020015391,"Air Conditioners",128.831,"OUT018",4,"Medium","Tier 3","Electronics Store Type2",1817.634
"FDU02",13.35,"Energy Efficient",0.102426197,"Laptops",230.6352,"OUT013",26,"High","Tier 3","Electronics Store Type1",5725.88
"FDD23",9.5,"Standard",0.048761223,"Mouse",186.5898,"OUT049",14,"Medium","Tier 1","Electronics Store Type1",5238.5144
"FDN04",11.8,"Standard",0.0661320287789511,"Air Conditioners",179.2344,"OUT035",9,"Small","Tier 2","Electronics Store Type1",2141.2128
"FDG29",17.6,"Energy Efficient",0.056281276,"Air Conditioners",40.3454,"OUT035",9,"Small","Tier 2","Electronics Store Type1",796.9626
"FDK51",19.85,"Energy Efficient",0.008762556,"Laptops",266.6884,"OUT010",15,"Small","Tier 3","Retail Electronics Store",264.9884
"FDB53",13.35,"Energy Efficient",0.139669224,"Air Conditioners",147.6392,"OUT049",14,"Medium","Tier 1","Electronics Store Type1",1938.8096
"DRI23",18.85,"Energy Efficient",0.137972993,"Cameras",158.4578,"OUT017",6,"Small","Tier 2","Electronics Store Type1",1444.1202
"FDP57",17.5,"Energy Efficient",0.0661320287789511,"Speakers",102.999,"OUT046",16,"Small","Tier 1","Electronics Store Type1",2992.771
"FDY57",20.2,"Standard",0.121940099,"Speakers",95.3752,"OUT017",6,"Small","Tier 2","Electronics Store Type1",1150.5024
"NCT42",5.88,"Energy Efficient",0.024926013,"Refrigerators",149.9392,"OUT049",14,"Medium","Tier 1","Electronics Store Type1",1491.392
"FDZ21",12.857645184136,"Standard",0.039031927,"Speakers",95.641,"OUT027",28,"Medium","Tier 3","Specialty Electronics Store",1737.738
"FDC50",15.85,"Energy Efficient",0.13727,"Headphones",94.4094,"OUT017",6,"Small","Tier 2","Electronics Store Type1",1904.188
"FDT40",5.985,"Energy Efficient",0.095989602,"Air Conditioners",127.3678,"OUT045",11,"Small","Tier 2","Electronics Store Type1",508.6712
"FDD50",18.85,"Energy Efficient",0.142443405,"Headphones",170.4132,"OUT017",6,"Small","Tier 2","Electronics Store Type1",4396.9432
"DRI23",18.85,"Energy Efficient",0.137410256,"Cameras",161.7578,"OUT049",14,"Medium","Tier 1","Electronics Store Type1",1604.578
"FDQ46",7.51,"Energy Efficient",0.104400238,"Speakers",113.5544,"OUT017",6,"Small","Tier 2","Electronics Store Type1",894.8352
"NCW06",16.2,"Energy Efficient",0.0661320287789511,"Refrigerators",190.8162,"OUT035",9,"Small","Tier 2","Electronics Store Type1",3271.0754
"NCX06",17.6,"Energy Efficient",0.015750947,"Refrigerators",182.5976,"OUT018",4,"Medium","Tier 3","Electronics Store Type2",1629.8784
"NCE19",8.97,"Energy Efficient",0.092937216,"Refrigerators",54.6956,"OUT013",26,"High","Tier 3","Electronics Store Type1",764.3384
"FDI60",7.22,"Standard",0.03828933,"Microwaves",64.751,"OUT013",26,"High","Tier 3","Electronics Store Type1",126.502
"FDC47",12.857645184136,"Energy Efficient",0.208162156,"Speakers",228.1694,"OUT019",28,"Small","Tier 1","Retail Electronics Store",228.3694
"FDE02",8.71,"Energy Efficient",0.121936216,"Headphones",94.4778,"OUT017",6,"Small","Tier 2","Electronics Store Type1",2628.5784
"FDE11",17.7,"Standard",0.135646297,"Mouse",186.0924,"OUT018",4,"Medium","Tier 3","Electronics Store Type2",3516.7556
"FDP11",15.85,"Energy Efficient",0.069240685,"Keyboards",217.5166,"OUT045",11,"Small","Tier 2","Electronics Store Type1",653.1498
"FDB08",6.055,"Energy Efficient",0.03127929,"Monitors",160.3578,"OUT017",6,"Small","Tier 2","Electronics Store Type1",2406.867
"FDL48",12.857645184136,"Standard",0.08186804,"Microwaves",46.8034,"OUT027",28,"Medium","Tier 3","Specialty Electronics Store",1069.2748
"FDH26",19.25,"Standard",0.034753686,"Headphones",141.5496,"OUT049",14,"Medium","Tier 1","Electronics Store Type1",1976.0944
"FDI33",16.5,"Energy Efficient",0.028476451,"Speakers",91.0146,"OUT045",11,"Small","Tier 2","Electronics Store Type1",1368.219
"FDQ26",13.5,"Standard",0.067872402,"Laptops",57.8562,"OUT046",16,"Small","Tier 1","Electronics Store Type1",355.5372
"FDN03",12.857645184136,"Standard",0.026420581,"Tablets",250.9408,"OUT019",28,"Small","Tier 1","Retail Electronics Store",1001.3632
"FDO13",7.865,"Energy Efficient",0.061183503,"Printers",164.5526,"OUT045",11,"Small","Tier 2","Electronics Store Type1",1644.526
"NCJ29",10.6,"Energy Efficient",0.035247642,"Washing Machines",84.7224,"OUT049",14,"Medium","Tier 1","Electronics Store Type1",1619.2256
"FDE52",12.857645184136,"Standard",0.02974207,"Laptops",88.9514,"OUT027",28,"Medium","Tier 3","Specialty Electronics Store",3453.5046
"FDA52",16.2,"Standard",0.128397995,"Air Conditioners",178.337,"OUT035",9,"Small","Tier 2","Electronics Store Type1",1411.496
"FDF57",14.5,"Standard",0.058918844,"Monitors",169.7448,"OUT049",14,"Medium","Tier 1","Electronics Store Type1",3238.4512
"NCO26",7.235,"Energy Efficient",0.076791671,"Refrigerators",116.4492,"OUT013",26,"High","Tier 3","Electronics Store Type1",2316.984
"DRL59",16.75,"Energy Efficient",0.021220113,"Cameras",55.1298,"OUT035",9,"Small","Tier 2","Electronics Store Type1",1240.3854
"FDC60",12.857645184136,"Standard",0.2004264,"Microwaves",88.8514,"OUT019",28,"Small","Tier 1","Retail Electronics Store",265.6542
"DRD25",12.857645184136,"Energy Efficient",0.078589629,"Smartphones",113.286,"OUT027",28,"Medium","Tier 3","Specialty Electronics Store",2716.464
"FDB26",14,"Standard",0.031261583,"Headphones",52.564,"OUT035",9,"Small","Tier 2","Electronics Store Type1",639.168
"FDK51",19.85,"Energy Efficient",0.005235143,"Laptops",265.8884,"OUT046",16,"Small","Tier 1","Electronics Store Type1",2649.884
"FDE53",10.895,"Energy Efficient",0.027032204,"Air Conditioners",106.328,"OUT017",6,"Small","Tier 2","Electronics Store Type1",852.224
"FDV24",5.635,"Energy Efficient",0.172856719,"Microwaves",148.205,"OUT010",15,"Small","Tier 3","Retail Electronics Store",449.415
"FDI34",10.65,"Standard",0.085617517,"Speakers",229.3668,"OUT017",6,"Small","Tier 2","Electronics Store Type1",2303.668
"FDL36",15.1,"Energy Efficient",0.127334766,"Microwaves",88.283,"OUT010",15,"Small","Tier 3","Retail Electronics Store",89.883
"NCA54",16.5,"Energy Efficient",0.036641597,"Refrigerators",178.7318,"OUT046",16,"Small","Tier 1","Electronics Store Type1",1263.0226
"FDI38",13.35,"Standard",0.014656564,"Headphones",208.5638,"OUT045",11,"Small","Tier 2","Electronics Store Type1",2277.7018
"FDG31",12.15,"Energy Efficient",0.037864854,"Tablets",63.0826,"OUT013",26,"High","Tier 3","Electronics Store Type1",322.913
"FDA21",13.65,"Energy Efficient",0.036016619,"Speakers",186.3924,"OUT049",14,"Medium","Tier 1","Electronics Store Type1",1295.6468
"FDI09",20.75,"Standard",0.12953868,"Home Theater Systems",240.288,"OUT049",14,"Medium","Tier 1","Electronics Store Type1",2396.88
"FDI20",19.1,"Energy Efficient",0.038531668,"Monitors",210.6586,"OUT013",26,"High","Tier 3","Electronics Store Type1",5487.5236
"DRI51",17.25,"Energy Efficient",0.0661320287789511,"Laptops",171.5764,"OUT045",11,"Small","Tier 2","Electronics Store Type1",4637.9628
"DRZ11",12.857645184136,"Standard",0.112119359,"Smartphones",123.0388,"OUT027",28,"Medium","Tier 3","Specialty Electronics Store",1981.4208
"FDY07",12.857645184136,"Energy Efficient",0.0661320287789511,"Monitors",45.9402,"OUT027",28,"Medium","Tier 3","Specialty Electronics Store",872.8638
"FDC58",10.195,"Energy Efficient",0.041907414,"Speakers",43.8428,"OUT013",26,"High","Tier 3","Electronics Store Type1",175.7712
"NCC30",16.6,"Energy Efficient",0.027556247,"Refrigerators",176.6344,"OUT013",26,"High","Tier 3","Electronics Store Type1",1962.7784
"FDY03",17.6,"Standard",0.076058484,"Tablets",111.8202,"OUT013",26,"High","Tier 3","Electronics Store Type1",2025.3636
"FDZ44",8.185,"Energy Efficient",0.038729057,"Monitors",117.1808,"OUT046",16,"Small","Tier 1","Electronics Store Type1",1874.8928
"FDP28",13.65,"Standard",0.080804019,"Air Conditioners",261.1936,"OUT045",11,"Small","Tier 2","Electronics Store Type1",2348.9424
"DRD15",10.6,"Energy Efficient",0.056884225,"Laptops",231.9642,"OUT049",14,"Medium","Tier 1","Electronics Store Type1",3020.7346
"FDL08",10.8,"Energy Efficient",0.050000257,"Monitors",243.9144,"OUT017",6,"Small","Tier 2","Electronics Store Type1",4655.2736
"FDP25",15.2,"Energy Efficient",0.021207519,"Headphones",219.4824,"OUT046",16,"Small","Tier 1","Electronics Store Type1",1747.0592
"DRK59",8.895,"Energy Efficient",0.0661320287789511,"Cameras",232.9616,"OUT045",11,"Small","Tier 2","Electronics Store Type1",2812.3392
"DRJ24",11.8,"Energy Efficient",0.113307794,"Smartphones",187.0924,"OUT035",9,"Small","Tier 2","Electronics Store Type1",1850.924
"FDU33",7.63,"Standard",0.225476528,"Speakers",45.1402,"OUT010",15,"Small","Tier 3","Retail Electronics Store",45.9402
"FDX47",6.55,"Standard",0.034800079,"Keyboards",157.5288,"OUT017",6,"Small","Tier 2","Electronics Store Type1",1571.288
"FDR46",16.85,"Energy Efficient",0.139301634,"Speakers",144.976,"OUT013",26,"High","Tier 3","Electronics Store Type1",2783.044
"FDZ56",12.857645184136,"Energy Efficient",0.025612348,"Monitors",168.2474,"OUT027",28,"Medium","Tier 3","Specialty Electronics Store",3200.5006
"NCO26",7.235,"Energy Efficient",0.077290355,"Refrigerators",116.9492,"OUT017",6,"Small","Tier 2","Electronics Store Type1",2316.984
"FDV38",19.25,"Energy Efficient",0.1017546,"Laptops",55.1956,"OUT035",9,"Small","Tier 2","Electronics Store Type1",491.3604
"FDL13",13.85,"Standard",0.094265737,"Printers",233.93,"OUT010",15,"Small","Tier 3","Retail Electronics Store",233.03
